"Date";"Path";"Size_GB";"Size_TB"
"08-02-2026";"D:\Depto\Logistica";"184,63";"0,18"
"08-02-2026";"D:\Depto\Manutencao";"4,04";"0,004"
"08-02-2026";"D:\Depto\Marketing";"2147,76";"2,097"
"08-02-2026";"D:\Depto\Neologiq";"9,92";"0,01"
"08-02-2026";"D:\Depto\NFE Gate";"3";"0,003"
"08-02-2026";"D:\Depto\NFE_Entradas";"1,15";"0,001"
"08-02-2026";"D:\Depto\P C P roducao";"172,26";"0,168"
"08-02-2026";"D:\Depto\Projetos";"588,67";"0,575"
"08-02-2026";"D:\Depto\Promoções Swap";"0";"0"
"08-02-2026";"D:\Depto\Recepcao";"0,16";"0"
"08-02-2026";"D:\Depto\Recursos Humanos";"32,75";"0,032"
"08-02-2026";"D:\Depto\Servicos";"101,05";"0,099"
"08-02-2026";"D:\Depto\Shared";"81,11";"0,079"
"08-02-2026";"D:\Depto\SIG";"15,88";"0,016"
"08-02-2026";"D:\Depto\SOMENTO ANG-E";"0";"0"
"08-02-2026";"D:\Depto\TOOL FLO";"0,01";"0"
"08-02-2026";"D:\Depto\UTIL";"29,81";"0,029"
"08-02-2026";"D:\Depto\XML";"0,01";"0"
"08-02-2026";"D:\Qualidade\Analise Ambiente Processos SWOT";"0,01";"0"
"08-02-2026";"D:\Qualidade\Analise Critica";"0,05";"0"
"08-02-2026";"D:\Qualidade\Anexos_AGI";"0,02";"0"
"08-02-2026";"D:\Qualidade\Auditorias";"0,27";"0"
"08-02-2026";"D:\Qualidade\Avaliação de Fornecedores";"3,85";"0,004"
"08-02-2026";"D:\Qualidade\Certificados Gero Trescal";"0,19";"0"
"08-02-2026";"D:\Qualidade\Contexto_SWOT";"0,01";"0"
"08-02-2026";"D:\Qualidade\Controle de Revisões";"0,06";"0"
"08-02-2026";"D:\Qualidade\Corona Vírus";"0,74";"0,001"
"08-02-2026";"D:\Qualidade\Informativo SIG";"0,04";"0"
"08-02-2026";"D:\Qualidade\Instruções_IGI";"0,31";"0"
"08-02-2026";"D:\Qualidade\Manual da Gestão Integrada";"0,01";"0"
"08-02-2026";"D:\Qualidade\Manual da Gestão Integrada (novo)";"0";"0"
"08-02-2026";"D:\Qualidade\Norma ISO 9001 - 14001 - Versão 2015 - BS OHSAS 18001";"0,05";"0"
"08-02-2026";"D:\Qualidade\Normas";"0,07";"0"
"08-02-2026";"D:\Qualidade\Objetivos da Política";"0,01";"0"
"08-02-2026";"D:\Qualidade\Obsoletos";"3,31";"0,003"
"08-02-2026";"D:\Qualidade\Pesquisa de Satisfação";"0,15";"0"
"08-02-2026";"D:\Qualidade\PGTA";"0,02";"0"
"08-02-2026";"D:\Qualidade\Política Integrada de Gestão";"0,01";"0"
"08-02-2026";"D:\Qualidade\Procedimentos_PGI";"0,02";"0"
"08-02-2026";"D:\Qualidade\RACP's";"0,63";"0,001"
"08-02-2026";"D:\Qualidade\Registros_RGI";"0,02";"0"
"09-02-2026";"D:\Depto\Adm de Vendas";"24,02";"0,023"
"09-02-2026";"D:\Depto\Almoxarifado";"20,13";"0,02"
"09-02-2026";"D:\Depto\Aplicações";"0,51";"0"
"09-02-2026";"D:\Depto\Comercial";"2,84";"0,003"
"09-02-2026";"D:\Depto\Comitê de Vendas";"0";"0"
"09-02-2026";"D:\Depto\Compras";"0,87";"0,001"
"09-02-2026";"D:\Depto\Conquiscar+1";"0";"0"
"09-02-2026";"D:\Depto\Contabilidade";"174,19";"0,17"
"09-02-2026";"D:\Depto\Controladoria";"18,61";"0,018"
"09-02-2026";"D:\Depto\Controle Comercial";"28,52";"0,028"
"09-02-2026";"D:\Depto\Controle de Qualidade";"40,63";"0,04"
"09-02-2026";"D:\Depto\CTMS";"5,43";"0,005"
"09-02-2026";"D:\Depto\Departamento Pessoal";"9,39";"0,009"
"09-02-2026";"D:\Depto\Director's Report";"0,51";"0,001"
"09-02-2026";"D:\Depto\Diretoria";"5,99";"0,006"
"09-02-2026";"D:\Depto\DVR";"0";"0"
"09-02-2026";"D:\Depto\Eng de Processos";"234,26";"0,229"
"09-02-2026";"D:\Depto\Eng de Produtos";"389,92";"0,381"
"09-02-2026";"D:\Depto\Escola de Pais";"0,2";"0"
"09-02-2026";"D:\Depto\EXCEL";"0,18";"0"
"09-02-2026";"D:\Depto\Exportação";"2,89";"0,003"
"09-02-2026";"D:\Depto\Fabrica";"69,07";"0,067"
"09-02-2026";"D:\Depto\Financeiro";"13,17";"0,013"
"09-02-2026";"D:\Depto\Fiscal";"68,42";"0,067"
"09-02-2026";"D:\Depto\Grupo Doação";"0,01";"0"
"09-02-2026";"D:\Depto\IMC IT";"0,29";"0"
"09-02-2026";"D:\Depto\IMC_Compliance_Aviad_Gilson_Leonardo";"0,02";"0"
"09-02-2026";"D:\Depto\Iscar Brazil_Acc_Fin_Tax";"6,76";"0,007"
"09-02-2026";"D:\Depto\IT";"8,67";"0,008"
"09-02-2026";"D:\Depto\Logistica";"184,63";"0,18"
"09-02-2026";"D:\Depto\Manutencao";"4,04";"0,004"
"09-02-2026";"D:\Depto\Marketing";"2147,76";"2,097"
"09-02-2026";"D:\Depto\Neologiq";"9,92";"0,01"
"09-02-2026";"D:\Depto\NFE Gate";"3";"0,003"
"09-02-2026";"D:\Depto\NFE_Entradas";"1,15";"0,001"
"09-02-2026";"D:\Depto\P C P roducao";"172,26";"0,168"
"09-02-2026";"D:\Depto\Projetos";"588,67";"0,575"
"09-02-2026";"D:\Depto\Promoções Swap";"0";"0"
"09-02-2026";"D:\Depto\Recepcao";"0,16";"0"
"09-02-2026";"D:\Depto\Recursos Humanos";"32,75";"0,032"
"09-02-2026";"D:\Depto\Servicos";"101,05";"0,099"
"09-02-2026";"D:\Depto\Shared";"81,11";"0,079"
"09-02-2026";"D:\Depto\SIG";"15,88";"0,016"
"09-02-2026";"D:\Depto\SOMENTO ANG-E";"0";"0"
"09-02-2026";"D:\Depto\TOOL FLO";"0,01";"0"
"09-02-2026";"D:\Depto\UTIL";"29,81";"0,029"
"09-02-2026";"D:\Depto\XML";"0,01";"0"
"09-02-2026";"D:\Qualidade\Analise Ambiente Processos SWOT";"0,01";"0"
"09-02-2026";"D:\Qualidade\Analise Critica";"0,05";"0"
"09-02-2026";"D:\Qualidade\Anexos_AGI";"0,02";"0"
"09-02-2026";"D:\Qualidade\Auditorias";"0,27";"0"
"09-02-2026";"D:\Qualidade\Avaliação de Fornecedores";"3,85";"0,004"
"09-02-2026";"D:\Qualidade\Certificados Gero Trescal";"0,19";"0"
"09-02-2026";"D:\Qualidade\Contexto_SWOT";"0,01";"0"
"09-02-2026";"D:\Qualidade\Controle de Revisões";"0,06";"0"
"09-02-2026";"D:\Qualidade\Corona Vírus";"0,74";"0,001"
"09-02-2026";"D:\Qualidade\Informativo SIG";"0,04";"0"
"09-02-2026";"D:\Qualidade\Instruções_IGI";"0,31";"0"
"09-02-2026";"D:\Qualidade\Manual da Gestão Integrada";"0,01";"0"
"09-02-2026";"D:\Qualidade\Manual da Gestão Integrada (novo)";"0";"0"
"09-02-2026";"D:\Qualidade\Norma ISO 9001 - 14001 - Versão 2015 - BS OHSAS 18001";"0,05";"0"
"09-02-2026";"D:\Qualidade\Normas";"0,07";"0"
"09-02-2026";"D:\Qualidade\Objetivos da Política";"0,01";"0"
"09-02-2026";"D:\Qualidade\Obsoletos";"3,31";"0,003"
"09-02-2026";"D:\Qualidade\Pesquisa de Satisfação";"0,15";"0"
"09-02-2026";"D:\Qualidade\PGTA";"0,02";"0"
"09-02-2026";"D:\Qualidade\Política Integrada de Gestão";"0,01";"0"
"09-02-2026";"D:\Qualidade\Procedimentos_PGI";"0,02";"0"
"09-02-2026";"D:\Qualidade\RACP's";"0,63";"0,001"
"09-02-2026";"D:\Qualidade\Registros_RGI";"0,02";"0"
"10-02-2026";"D:\Depto\Adm de Vendas";"24,02";"0,023"
"10-02-2026";"D:\Depto\Almoxarifado";"20,13";"0,02"
"10-02-2026";"D:\Depto\Aplicações";"0,52";"0,001"
"10-02-2026";"D:\Depto\Comercial";"2,84";"0,003"
"10-02-2026";"D:\Depto\Comitê de Vendas";"0";"0"
"10-02-2026";"D:\Depto\Compras";"0,87";"0,001"
"10-02-2026";"D:\Depto\Conquiscar+1";"0";"0"
"10-02-2026";"D:\Depto\Contabilidade";"174,14";"0,17"
"10-02-2026";"D:\Depto\Controladoria";"18,62";"0,018"
"10-02-2026";"D:\Depto\Controle Comercial";"28,52";"0,028"
"10-02-2026";"D:\Depto\Controle de Qualidade";"40,63";"0,04"
"10-02-2026";"D:\Depto\CTMS";"5,43";"0,005"
"10-02-2026";"D:\Depto\Departamento Pessoal";"9,39";"0,009"
"10-02-2026";"D:\Depto\Director's Report";"0,51";"0,001"
"10-02-2026";"D:\Depto\Diretoria";"5,99";"0,006"
"10-02-2026";"D:\Depto\DVR";"0";"0"
"10-02-2026";"D:\Depto\Eng de Processos";"234,26";"0,229"
"10-02-2026";"D:\Depto\Eng de Produtos";"389,92";"0,381"
"10-02-2026";"D:\Depto\Escola de Pais";"0,2";"0"
"10-02-2026";"D:\Depto\EXCEL";"0,18";"0"
"10-02-2026";"D:\Depto\Exportação";"2,89";"0,003"
"10-02-2026";"D:\Depto\Fabrica";"69,07";"0,067"
"10-02-2026";"D:\Depto\Financeiro";"12,72";"0,012"
"10-02-2026";"D:\Depto\Fiscal";"68,43";"0,067"
"10-02-2026";"D:\Depto\Grupo Doação";"0,01";"0"
"10-02-2026";"D:\Depto\IMC IT";"0,29";"0"
"10-02-2026";"D:\Depto\IMC_Compliance_Aviad_Gilson_Leonardo";"0,02";"0"
"10-02-2026";"D:\Depto\Iscar Brazil_Acc_Fin_Tax";"6,76";"0,007"
"10-02-2026";"D:\Depto\IT";"8,67";"0,008"
"10-02-2026";"D:\Depto\Logistica";"184,69";"0,18"
"10-02-2026";"D:\Depto\Manutencao";"4,04";"0,004"
"10-02-2026";"D:\Depto\Marketing";"2147,77";"2,097"
"10-02-2026";"D:\Depto\Neologiq";"9,92";"0,01"
"10-02-2026";"D:\Depto\NFE Gate";"3";"0,003"
"10-02-2026";"D:\Depto\NFE_Entradas";"1,15";"0,001"
"10-02-2026";"D:\Depto\P C P roducao";"172,26";"0,168"
"10-02-2026";"D:\Depto\Projetos";"588,74";"0,575"
"10-02-2026";"D:\Depto\Promoções Swap";"0";"0"
"10-02-2026";"D:\Depto\Recepcao";"0,16";"0"
"10-02-2026";"D:\Depto\Recursos Humanos";"32,75";"0,032"
"10-02-2026";"D:\Depto\Servicos";"101,05";"0,099"
"10-02-2026";"D:\Depto\Shared";"81,11";"0,079"
"10-02-2026";"D:\Depto\SIG";"15,88";"0,016"
"10-02-2026";"D:\Depto\SOMENTO ANG-E";"0";"0"
"10-02-2026";"D:\Depto\TOOL FLO";"0,01";"0"
"10-02-2026";"D:\Depto\UTIL";"29,81";"0,029"
"10-02-2026";"D:\Depto\XML";"0,01";"0"
"10-02-2026";"D:\Qualidade\Analise Ambiente Processos SWOT";"0,01";"0"
"10-02-2026";"D:\Qualidade\Analise Critica";"0,05";"0"
"10-02-2026";"D:\Qualidade\Anexos_AGI";"0,02";"0"
"10-02-2026";"D:\Qualidade\Auditorias";"0,27";"0"
"10-02-2026";"D:\Qualidade\Avaliação de Fornecedores";"3,85";"0,004"
"10-02-2026";"D:\Qualidade\Certificados Gero Trescal";"0,19";"0"
"10-02-2026";"D:\Qualidade\Contexto_SWOT";"0,01";"0"
"10-02-2026";"D:\Qualidade\Controle de Revisões";"0,06";"0"
"10-02-2026";"D:\Qualidade\Corona Vírus";"0,74";"0,001"
"10-02-2026";"D:\Qualidade\Informativo SIG";"0,04";"0"
"10-02-2026";"D:\Qualidade\Instruções_IGI";"0,31";"0"
"10-02-2026";"D:\Qualidade\Manual da Gestão Integrada";"0,01";"0"
"10-02-2026";"D:\Qualidade\Manual da Gestão Integrada (novo)";"0";"0"
"10-02-2026";"D:\Qualidade\Norma ISO 9001 - 14001 - Versão 2015 - BS OHSAS 18001";"0,05";"0"
"10-02-2026";"D:\Qualidade\Normas";"0,07";"0"
"10-02-2026";"D:\Qualidade\Objetivos da Política";"0,01";"0"
"10-02-2026";"D:\Qualidade\Obsoletos";"3,31";"0,003"
"10-02-2026";"D:\Qualidade\Pesquisa de Satisfação";"0,15";"0"
"10-02-2026";"D:\Qualidade\PGTA";"0,02";"0"
"10-02-2026";"D:\Qualidade\Política Integrada de Gestão";"0,01";"0"
"10-02-2026";"D:\Qualidade\Procedimentos_PGI";"0,02";"0"
"10-02-2026";"D:\Qualidade\RACP's";"0,63";"0,001"
"10-02-2026";"D:\Qualidade\Registros_RGI";"0,02";"0"
"11-02-2026";"D:\Depto\Adm de Vendas";"24,02";"0,023"
"11-02-2026";"D:\Depto\Almoxarifado";"20,14";"0,02"
"11-02-2026";"D:\Depto\Aplicações";"0,52";"0,001"
"11-02-2026";"D:\Depto\Comercial";"2,84";"0,003"
"11-02-2026";"D:\Depto\Comitê de Vendas";"0";"0"
"11-02-2026";"D:\Depto\Compras";"0,87";"0,001"
"11-02-2026";"D:\Depto\Conquiscar+1";"0";"0"
"11-02-2026";"D:\Depto\Contabilidade";"174,87";"0,171"
"11-02-2026";"D:\Depto\Controladoria";"18,62";"0,018"
"11-02-2026";"D:\Depto\Controle Comercial";"28,52";"0,028"
"11-02-2026";"D:\Depto\Controle de Qualidade";"40,63";"0,04"
"11-02-2026";"D:\Depto\CTMS";"5,43";"0,005"
"11-02-2026";"D:\Depto\Departamento Pessoal";"9,39";"0,009"
"11-02-2026";"D:\Depto\Director's Report";"0,51";"0,001"
"11-02-2026";"D:\Depto\Diretoria";"5,99";"0,006"
"11-02-2026";"D:\Depto\DVR";"0";"0"
"11-02-2026";"D:\Depto\Eng de Processos";"234,33";"0,229"
"11-02-2026";"D:\Depto\Eng de Produtos";"389,92";"0,381"
"11-02-2026";"D:\Depto\Escola de Pais";"0,2";"0"
"11-02-2026";"D:\Depto\EXCEL";"0,18";"0"
"11-02-2026";"D:\Depto\Exportação";"2,89";"0,003"
"11-02-2026";"D:\Depto\Fabrica";"69,07";"0,067"
"11-02-2026";"D:\Depto\Financeiro";"12,73";"0,012"
"11-02-2026";"D:\Depto\Fiscal";"68,44";"0,067"
"11-02-2026";"D:\Depto\Grupo Doação";"0,01";"0"
"11-02-2026";"D:\Depto\IMC IT";"0,29";"0"
"11-02-2026";"D:\Depto\IMC_Compliance_Aviad_Gilson_Leonardo";"0,02";"0"
"11-02-2026";"D:\Depto\Iscar Brazil_Acc_Fin_Tax";"6,77";"0,007"
"11-02-2026";"D:\Depto\IT";"8,67";"0,008"
"11-02-2026";"D:\Depto\Logistica";"184,73";"0,18"
"11-02-2026";"D:\Depto\Manutencao";"4,04";"0,004"
"11-02-2026";"D:\Depto\Marketing";"2147,82";"2,097"
"11-02-2026";"D:\Depto\Neologiq";"9,92";"0,01"
"11-02-2026";"D:\Depto\NFE Gate";"3";"0,003"
"11-02-2026";"D:\Depto\NFE_Entradas";"1,15";"0,001"
"11-02-2026";"D:\Depto\P C P roducao";"172,27";"0,168"
"11-02-2026";"D:\Depto\Projetos";"588,78";"0,575"
"11-02-2026";"D:\Depto\Promoções Swap";"0";"0"
"11-02-2026";"D:\Depto\Recepcao";"0,16";"0"
"11-02-2026";"D:\Depto\Recursos Humanos";"32,75";"0,032"
"11-02-2026";"D:\Depto\Servicos";"101,05";"0,099"
"11-02-2026";"D:\Depto\Shared";"81,11";"0,079"
"11-02-2026";"D:\Depto\SIG";"15,89";"0,016"
"11-02-2026";"D:\Depto\SOMENTO ANG-E";"0";"0"
"11-02-2026";"D:\Depto\TOOL FLO";"0,01";"0"
"11-02-2026";"D:\Depto\UTIL";"29,89";"0,029"
"11-02-2026";"D:\Depto\XML";"0,01";"0"
"11-02-2026";"D:\Qualidade\Analise Ambiente Processos SWOT";"0,01";"0"
"11-02-2026";"D:\Qualidade\Analise Critica";"0,05";"0"
"11-02-2026";"D:\Qualidade\Anexos_AGI";"0,02";"0"
"11-02-2026";"D:\Qualidade\Auditorias";"0,27";"0"
"11-02-2026";"D:\Qualidade\Avaliação de Fornecedores";"3,86";"0,004"
"11-02-2026";"D:\Qualidade\Certificados Gero Trescal";"0,19";"0"
"11-02-2026";"D:\Qualidade\Contexto_SWOT";"0,01";"0"
"11-02-2026";"D:\Qualidade\Controle de Revisões";"0,06";"0"
"11-02-2026";"D:\Qualidade\Corona Vírus";"0,74";"0,001"
"11-02-2026";"D:\Qualidade\Informativo SIG";"0,04";"0"
"11-02-2026";"D:\Qualidade\Instruções_IGI";"0,31";"0"
"11-02-2026";"D:\Qualidade\Manual da Gestão Integrada";"0,01";"0"
"11-02-2026";"D:\Qualidade\Manual da Gestão Integrada (novo)";"0";"0"
"11-02-2026";"D:\Qualidade\Norma ISO 9001 - 14001 - Versão 2015 - BS OHSAS 18001";"0,05";"0"
"11-02-2026";"D:\Qualidade\Normas";"0,07";"0"
"11-02-2026";"D:\Qualidade\Objetivos da Política";"0,01";"0"
"11-02-2026";"D:\Qualidade\Obsoletos";"3,31";"0,003"
"11-02-2026";"D:\Qualidade\Pesquisa de Satisfação";"0,15";"0"
"11-02-2026";"D:\Qualidade\PGTA";"0,02";"0"
"11-02-2026";"D:\Qualidade\Política Integrada de Gestão";"0,01";"0"
"11-02-2026";"D:\Qualidade\Procedimentos_PGI";"0,02";"0"
"11-02-2026";"D:\Qualidade\RACP's";"0,63";"0,001"
"11-02-2026";"D:\Qualidade\Registros_RGI";"0,02";"0"
"12-02-2026";"D:\Depto\Adm de Vendas";"24,02";"0,023"
"12-02-2026";"D:\Depto\Almoxarifado";"20,14";"0,02"
"12-02-2026";"D:\Depto\Aplicações";"0,53";"0,001"
"12-02-2026";"D:\Depto\Comercial";"2,84";"0,003"
"12-02-2026";"D:\Depto\Comitê de Vendas";"0";"0"
"12-02-2026";"D:\Depto\Compras";"0,87";"0,001"
"12-02-2026";"D:\Depto\Conquiscar+1";"0";"0"
"12-02-2026";"D:\Depto\Contabilidade";"174,94";"0,171"
"12-02-2026";"D:\Depto\Controladoria";"18,63";"0,018"
"12-02-2026";"D:\Depto\Controle Comercial";"28,52";"0,028"
"12-02-2026";"D:\Depto\Controle de Qualidade";"40,64";"0,04"
"12-02-2026";"D:\Depto\CTMS";"5,43";"0,005"
"12-02-2026";"D:\Depto\Departamento Pessoal";"9,39";"0,009"
"12-02-2026";"D:\Depto\Director's Report";"0,51";"0,001"
"12-02-2026";"D:\Depto\Diretoria";"5,99";"0,006"
"12-02-2026";"D:\Depto\DVR";"0";"0"
"12-02-2026";"D:\Depto\Eng de Processos";"234,33";"0,229"
"12-02-2026";"D:\Depto\Eng de Produtos";"389,92";"0,381"
"12-02-2026";"D:\Depto\Escola de Pais";"0,2";"0"
"12-02-2026";"D:\Depto\EXCEL";"0,18";"0"
"12-02-2026";"D:\Depto\Exportação";"2,89";"0,003"
"12-02-2026";"D:\Depto\Fabrica";"69,07";"0,067"
"12-02-2026";"D:\Depto\Financeiro";"12,73";"0,012"
"12-02-2026";"D:\Depto\Fiscal";"68,44";"0,067"
"12-02-2026";"D:\Depto\Grupo Doação";"0,01";"0"
"12-02-2026";"D:\Depto\IMC IT";"0,29";"0"
"12-02-2026";"D:\Depto\IMC_Compliance_Aviad_Gilson_Leonardo";"0,02";"0"
"12-02-2026";"D:\Depto\Iscar Brazil_Acc_Fin_Tax";"6,78";"0,007"
"12-02-2026";"D:\Depto\IT";"8,67";"0,008"
"12-02-2026";"D:\Depto\Logistica";"184,98";"0,181"
"12-02-2026";"D:\Depto\Manutencao";"4,04";"0,004"
"12-02-2026";"D:\Depto\Marketing";"2147,83";"2,097"
"12-02-2026";"D:\Depto\Neologiq";"9,92";"0,01"
"12-02-2026";"D:\Depto\NFE Gate";"3";"0,003"
"12-02-2026";"D:\Depto\NFE_Entradas";"1,15";"0,001"
"12-02-2026";"D:\Depto\P C P roducao";"172,27";"0,168"
"12-02-2026";"D:\Depto\Projetos";"589,2";"0,575"
"12-02-2026";"D:\Depto\Promoções Swap";"0";"0"
"12-02-2026";"D:\Depto\Recepcao";"0,16";"0"
"12-02-2026";"D:\Depto\Recursos Humanos";"32,75";"0,032"
"12-02-2026";"D:\Depto\Servicos";"101,05";"0,099"
"12-02-2026";"D:\Depto\Shared";"81,11";"0,079"
"12-02-2026";"D:\Depto\SIG";"15,89";"0,016"
"12-02-2026";"D:\Depto\SOMENTO ANG-E";"0";"0"
"12-02-2026";"D:\Depto\TOOL FLO";"0,01";"0"
"12-02-2026";"D:\Depto\UTIL";"29,88";"0,029"
"12-02-2026";"D:\Depto\XML";"0,01";"0"
"12-02-2026";"D:\Qualidade\Analise Ambiente Processos SWOT";"0,01";"0"
"12-02-2026";"D:\Qualidade\Analise Critica";"0,05";"0"
"12-02-2026";"D:\Qualidade\Anexos_AGI";"0,02";"0"
"12-02-2026";"D:\Qualidade\Auditorias";"0,27";"0"
"12-02-2026";"D:\Qualidade\Avaliação de Fornecedores";"3,86";"0,004"
"12-02-2026";"D:\Qualidade\Certificados Gero Trescal";"0,19";"0"
"12-02-2026";"D:\Qualidade\Contexto_SWOT";"0,01";"0"
"12-02-2026";"D:\Qualidade\Controle de Revisões";"0,06";"0"
"12-02-2026";"D:\Qualidade\Corona Vírus";"0,74";"0,001"
"12-02-2026";"D:\Qualidade\Informativo SIG";"0,04";"0"
"12-02-2026";"D:\Qualidade\Instruções_IGI";"0,31";"0"
"12-02-2026";"D:\Qualidade\Manual da Gestão Integrada";"0,01";"0"
"12-02-2026";"D:\Qualidade\Manual da Gestão Integrada (novo)";"0";"0"
"12-02-2026";"D:\Qualidade\Norma ISO 9001 - 14001 - Versão 2015 - BS OHSAS 18001";"0,05";"0"
"12-02-2026";"D:\Qualidade\Normas";"0,07";"0"
"12-02-2026";"D:\Qualidade\Objetivos da Política";"0,01";"0"
"12-02-2026";"D:\Qualidade\Obsoletos";"3,31";"0,003"
"12-02-2026";"D:\Qualidade\Pesquisa de Satisfação";"0,15";"0"
"12-02-2026";"D:\Qualidade\PGTA";"0,02";"0"
"12-02-2026";"D:\Qualidade\Política Integrada de Gestão";"0,01";"0"
"12-02-2026";"D:\Qualidade\Procedimentos_PGI";"0,02";"0"
"12-02-2026";"D:\Qualidade\RACP's";"0,63";"0,001"
"12-02-2026";"D:\Qualidade\Registros_RGI";"0,02";"0"
"13-02-2026";"D:\Depto\Adm de Vendas";"24,02";"0,023"
"13-02-2026";"D:\Depto\Almoxarifado";"20,14";"0,02"
"13-02-2026";"D:\Depto\Aplicações";"0,53";"0,001"
"13-02-2026";"D:\Depto\Comercial";"2,84";"0,003"
"13-02-2026";"D:\Depto\Comitê de Vendas";"0";"0"
"13-02-2026";"D:\Depto\Compras";"0,87";"0,001"
"13-02-2026";"D:\Depto\Conquiscar+1";"0";"0"
"13-02-2026";"D:\Depto\Contabilidade";"174,98";"0,171"
"13-02-2026";"D:\Depto\Controladoria";"18,64";"0,018"
"13-02-2026";"D:\Depto\Controle Comercial";"28,52";"0,028"
"13-02-2026";"D:\Depto\Controle de Qualidade";"40,64";"0,04"
"13-02-2026";"D:\Depto\CTMS";"5,43";"0,005"
"13-02-2026";"D:\Depto\Departamento Pessoal";"9,4";"0,009"
"13-02-2026";"D:\Depto\Director's Report";"0,51";"0,001"
"13-02-2026";"D:\Depto\Diretoria";"5,99";"0,006"
"13-02-2026";"D:\Depto\DVR";"0";"0"
"13-02-2026";"D:\Depto\Eng de Processos";"234,33";"0,229"
"13-02-2026";"D:\Depto\Eng de Produtos";"389,92";"0,381"
"13-02-2026";"D:\Depto\Escola de Pais";"0,2";"0"
"13-02-2026";"D:\Depto\EXCEL";"0,18";"0"
"13-02-2026";"D:\Depto\Exportação";"2,89";"0,003"
"13-02-2026";"D:\Depto\Fabrica";"69,07";"0,067"
"13-02-2026";"D:\Depto\Financeiro";"12,73";"0,012"
"13-02-2026";"D:\Depto\Fiscal";"68,45";"0,067"
"13-02-2026";"D:\Depto\Grupo Doação";"0,01";"0"
"13-02-2026";"D:\Depto\IMC IT";"0,29";"0"
"13-02-2026";"D:\Depto\IMC_Compliance_Aviad_Gilson_Leonardo";"0,02";"0"
"13-02-2026";"D:\Depto\Iscar Brazil_Acc_Fin_Tax";"6,78";"0,007"
"13-02-2026";"D:\Depto\IT";"8,67";"0,008"
"13-02-2026";"D:\Depto\Logistica";"185,29";"0,181"
"13-02-2026";"D:\Depto\Manutencao";"4,04";"0,004"
"13-02-2026";"D:\Depto\Marketing";"2147,88";"2,098"
"13-02-2026";"D:\Depto\Neologiq";"9,92";"0,01"
"13-02-2026";"D:\Depto\NFE Gate";"3,01";"0,003"
"13-02-2026";"D:\Depto\NFE_Entradas";"1,15";"0,001"
"13-02-2026";"D:\Depto\P C P roducao";"172,29";"0,168"
"13-02-2026";"D:\Depto\Projetos";"589,24";"0,575"
"13-02-2026";"D:\Depto\Promoções Swap";"0";"0"
"13-02-2026";"D:\Depto\Recepcao";"0,16";"0"
"13-02-2026";"D:\Depto\Recursos Humanos";"32,75";"0,032"
"13-02-2026";"D:\Depto\Servicos";"101,05";"0,099"
"13-02-2026";"D:\Depto\Shared";"81,11";"0,079"
"13-02-2026";"D:\Depto\SIG";"15,89";"0,016"
"13-02-2026";"D:\Depto\SOMENTO ANG-E";"0";"0"
"13-02-2026";"D:\Depto\TOOL FLO";"0,01";"0"
"13-02-2026";"D:\Depto\UTIL";"29,88";"0,029"
"13-02-2026";"D:\Depto\XML";"0,01";"0"
"13-02-2026";"D:\Qualidade\Analise Ambiente Processos SWOT";"0,01";"0"
"13-02-2026";"D:\Qualidade\Analise Critica";"0,05";"0"
"13-02-2026";"D:\Qualidade\Anexos_AGI";"0,02";"0"
"13-02-2026";"D:\Qualidade\Auditorias";"0,27";"0"
"13-02-2026";"D:\Qualidade\Avaliação de Fornecedores";"3,86";"0,004"
"13-02-2026";"D:\Qualidade\Certificados Gero Trescal";"0,19";"0"
"13-02-2026";"D:\Qualidade\Contexto_SWOT";"0,01";"0"
"13-02-2026";"D:\Qualidade\Controle de Revisões";"0,06";"0"
"13-02-2026";"D:\Qualidade\Corona Vírus";"0,74";"0,001"
"13-02-2026";"D:\Qualidade\Informativo SIG";"0,04";"0"
"13-02-2026";"D:\Qualidade\Instruções_IGI";"0,31";"0"
"13-02-2026";"D:\Qualidade\Manual da Gestão Integrada";"0,01";"0"
"13-02-2026";"D:\Qualidade\Manual da Gestão Integrada (novo)";"0";"0"
"13-02-2026";"D:\Qualidade\Norma ISO 9001 - 14001 - Versão 2015 - BS OHSAS 18001";"0,05";"0"
"13-02-2026";"D:\Qualidade\Normas";"0,07";"0"
"13-02-2026";"D:\Qualidade\Objetivos da Política";"0,01";"0"
"13-02-2026";"D:\Qualidade\Obsoletos";"3,31";"0,003"
"13-02-2026";"D:\Qualidade\Pesquisa de Satisfação";"0,15";"0"
"13-02-2026";"D:\Qualidade\PGTA";"0,02";"0"
"13-02-2026";"D:\Qualidade\Política Integrada de Gestão";"0,01";"0"
"13-02-2026";"D:\Qualidade\Procedimentos_PGI";"0,02";"0"
"13-02-2026";"D:\Qualidade\RACP's";"0,63";"0,001"
"13-02-2026";"D:\Qualidade\Registros_RGI";"0,02";"0"
"14-02-2026";"D:\Depto\Adm de Vendas";"24,02";"0,023"
"14-02-2026";"D:\Depto\Almoxarifado";"20,14";"0,02"
"14-02-2026";"D:\Depto\Aplicações";"0,53";"0,001"
"14-02-2026";"D:\Depto\Comercial";"2,84";"0,003"
"14-02-2026";"D:\Depto\Comitê de Vendas";"0";"0"
"14-02-2026";"D:\Depto\Compras";"0,87";"0,001"
"14-02-2026";"D:\Depto\Conquiscar+1";"0";"0"
"14-02-2026";"D:\Depto\Contabilidade";"174,97";"0,171"
